"","CNAE 2.0 Classe","Ind Atividade Ano","Ind CEI Vinculado","Ind Estab Participa PAT","Ind Rais Negativa","Ind Simples","Município","Natureza Jurídica","CNAE 2.0 Subclasse","Tamanho Estabelecimento","Tipo Estab","Tipo Estab_1","UF","IBGE Subsetor","CEP Estab","Qtd_Vinc_CLT","Qtd_Vinc_Ativos","Qtd_Vinc_Estat","CO_MUNICIPIO","SGL_UF","DS_MESORREGIAO","DS_MICRORREGIAO","NOME_MUNICIPIO","LATITUDE","LONGITUDE"
"253","01598",1,0,0,1,0,352350,4120,"0159801","01","01","Cnpj",35,"25",18690000,0,0,0,3523503,"SP","Bauru","Avaré","Itatinga","-23.1047","-48.6157"
"254","01598",0,0,0,1,0,353500,4081,"0159801","01","01","Cnpj",35,"25",15470000,0,0,0,3535002,"SP","São José do Rio Preto","São José do Rio Preto","Palestina","-20.39","-49.4309"
"255","01598",1,0,0,1,0,350790,4120,"0159801","01","01","Cnpj",35,"25",17380000,0,0,0,3507902,"SP","Piracicaba","Rio Claro","Brotas","-22.2795","-48.1251"
"256","01598",1,0,0,1,0,350490,4120,"0159801","01","01","Cnpj",35,"25",12850000,0,0,0,3504909,"SP","Vale do Paraíba Paulista","Bananal","Bananal","-22.6819","-44.3281"
"257","01598",0,0,0,1,0,354600,4120,"0159801","01","01","Cnpj",35,"25",12380000,0,0,0,3546009,"SP","Vale do Paraíba Paulista","São José dos Campos","Santa Branca","-23.3933","-45.8875"
"258","01598",0,0,0,1,1,353780,3999,"0159801","01","01","Cnpj",35,"25",18170000,0,0,0,3537800,"SP","Macro Metropolitana Paulista","Piedade","Piedade","-23.7139","-47.4256"
"259","01598",1,0,0,1,0,353780,4120,"0159801","01","01","Cnpj",35,"25",18170000,0,0,0,3537800,"SP","Macro Metropolitana Paulista","Piedade","Piedade","-23.7139","-47.4256"
"260","01598",1,0,0,1,0,353780,4120,"0159801","01","01","Cnpj",35,"25",18170000,0,0,0,3537800,"SP","Macro Metropolitana Paulista","Piedade","Piedade","-23.7139","-47.4256"
"261","01598",1,0,0,1,0,350670,4120,"0159801","01","01","Cnpj",35,"25",14930000,0,0,0,3506706,"SP","Araraquara","Araraquara","Boa Esperança do Sul","-21.9918","-48.3906"
"262","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"263","01598",1,0,0,1,0,355270,4120,"0159801","01","01","Cnpj",35,"25",14910000,0,0,0,3552700,"SP","Araraquara","Araraquara","Tabatinga","-21.7239","-48.6896"
"264","01598",0,0,0,1,0,351210,4120,"0159801","01","01","Cnpj",35,"25",14795000,0,0,0,3512100,"SP","Ribeirão Preto","Barretos","Colômbia","-20.1768","-48.6865"
"265","01598",1,0,0,1,0,354290,4120,"0159801","01","01","Cnpj",35,"25",13580000,0,0,0,3542909,"SP","Araraquara","São Carlos","Ribeirão Bonito","-22.0685","-48.182"
"266","01598",1,0,0,1,0,350330,4081,"0159801","01","01","Cnpj",35,"25",13600970,0,0,0,3503307,"SP","Piracicaba","Limeira","Araras","-22.3572","-47.3842"
"267","01598",0,0,0,1,0,353550,3999,"0159801","01","01","Cnpj",35,"25",19700000,0,0,0,3535507,"SP","Assis","Assis","Paraguaçu Paulista","-22.4114","-50.5732"
"268","01598",1,0,0,1,0,350750,4120,"0159801","01","01","Cnpj",35,"25",18606830,0,0,0,3507506,"SP","Bauru","Botucatu","Botucatu","-22.8837","-48.4437"
"269","01598",0,0,0,1,0,354730,2062,"0159801","01","01","Cnpj",35,"25",6502370,0,0,0,3547304,"SP","Metropolitana de São Paulo","Osasco","Santana de Parnaíba","-23.4439","-46.9178"
"270","01598",1,0,0,1,0,350600,4120,"0159801","01","01","Cnpj",35,"25",17039460,0,0,0,3506003,"SP","Bauru","Bauru","Bauru","-22.3246","-49.0871"
"271","01598",0,0,0,1,0,351320,4120,"0159801","01","01","Cnpj",35,"25",14460000,0,0,0,3513207,"SP","Ribeirão Preto","Franca","Cristais Paulista","-20.4036","-47.4209"
"272","01598",1,0,0,1,0,355600,4120,"0159801","01","01","Cnpj",35,"25",15850000,0,0,0,3556008,"SP","São José do Rio Preto","Novo Horizonte","Urupês","-21.2032","-49.2931"
"273","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"274","01598",1,0,0,1,1,354640,2135,"0159801","01","01","Cnpj",35,"25",18900000,0,0,0,3546405,"SP","Assis","Ourinhos","Santa Cruz do Rio Pardo","-22.8988","-49.6354"
"275","01598",0,0,0,1,0,352350,4120,"0159801","01","01","Cnpj",35,"25",18690000,0,0,0,3523503,"SP","Bauru","Avaré","Itatinga","-23.1047","-48.6157"
"276","01598",0,0,0,1,1,350780,2135,"0159801","01","01","Cnpj",35,"25",14340000,0,0,0,3507803,"SP","Ribeirão Preto","Ribeirão Preto","Brodowski","-20.9845","-47.6572"
"277","01598",0,0,0,1,0,355330,4120,"0159801","01","01","Cnpj",35,"25",13710000,0,0,0,3553302,"SP","Campinas","São João da Boa Vista","Tambaú","-21.7029","-47.2703"
"278","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"279","01598",1,0,0,1,0,351020,4120,"0159801","01","01","Cnpj",35,"25",18300970,0,0,0,3510203,"SP","Itapetininga","Capão Bonito","Capão Bonito","-24.0113","-48.3482"
"280","01598",1,0,0,1,0,350750,4120,"0159801","01","01","Cnpj",35,"25",18606830,0,0,0,3507506,"SP","Bauru","Botucatu","Botucatu","-22.8837","-48.4437"
"281","01598",0,0,0,1,0,352190,4120,"0159801","01","01","Cnpj",35,"25",15840000,0,0,0,3521903,"SP","São José do Rio Preto","Novo Horizonte","Itajobi","-21.3123","-49.0629"
"282","01598",1,0,0,1,0,354105,2135,"0159801","01","01","Cnpj",35,"25",18660000,0,0,0,3541059,"SP","Bauru","Botucatu","Pratânia","-22.8112","-48.6636"
"283","01598",1,0,0,1,0,351080,4081,"0159801","01","01","Cnpj",35,"25",13700000,0,0,0,3510807,"SP","Campinas","São João da Boa Vista","Casa Branca","-21.7708","-47.0852"
"284","01598",0,0,0,1,0,352350,4120,"0159801","01","01","Cnpj",35,"25",18690000,0,0,0,3523503,"SP","Bauru","Avaré","Itatinga","-23.1047","-48.6157"
"285","01598",1,0,0,1,0,353180,4120,"0159801","01","01","Cnpj",35,"25",13190000,0,0,0,3531803,"SP","Campinas","Campinas","Monte Mor","-22.945","-47.3122"
"286","01598",0,0,0,1,0,354105,4120,"0159801","01","01","Cnpj",35,"25",18660000,0,0,0,3541059,"SP","Bauru","Botucatu","Pratânia","-22.8112","-48.6636"
"287","01598",0,0,0,1,0,355210,4120,"0159801","01","01","Cnpj",35,"25",13960000,0,0,0,3552106,"SP","Campinas","Amparo","Socorro","-22.5903","-46.5251"
"288","01598",0,0,0,1,0,355210,4120,"0159801","01","01","Cnpj",35,"25",13960000,0,0,0,3552106,"SP","Campinas","Amparo","Socorro","-22.5903","-46.5251"
"289","01598",1,0,0,1,0,354325,4120,"0159801","01","01","Cnpj",35,"25",18315000,0,0,0,3543253,"SP","Itapetininga","Capão Bonito","Ribeirão Grande","-24.1011","-48.3679"
"290","01598",1,0,0,1,0,352270,4120,"0159801","01","01","Cnpj",35,"25",14900000,0,0,0,3522703,"SP","Araraquara","Araraquara","Itápolis","-21.5942","-48.8149"
"291","01598",1,0,0,1,0,353200,4081,"0159801","01","01","Cnpj",35,"25",13260000,0,0,0,3532009,"SP","Macro Metropolitana Paulista","Bragança Paulista","Morungaba","-22.8811","-46.7896"
"292","01598",1,0,0,1,0,355000,4120,"0159801","01","01","Cnpj",35,"25",12140000,0,0,0,3550001,"SP","Vale do Paraíba Paulista","Paraibuna/Paraitinga","São Luiz do Paraitinga","-23.222","-45.3109"
